case,openings,hammer_events,trr_events,para_events,bitflips,critical_bitflips,noncritical_bitflips,critical_trr_events,noncritical_trr_events,critical_para_events,noncritical_para_events,budget_blocks,budget_resets,prob_checks,prob_successes,para_checks,para_successes,budget_used_final_window,memory_system_cycles,num_read_reqs_0,read_latency_0,avg_read_latency_0,queue_len_avg_0,read_queue_len_avg_0,priority_queue_len_avg_0,row_conflicts_0,read_row_conflicts_0,row_misses_0,read_row_misses_0,row_hits_0,read_row_hits_0
para_sec_h4_ps3_step_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_sec_h4_ps3_step_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h1_ps1_linear_nr1024,76,76,0,4,27,0,27,0,0,0,4,0,0,148,27,152,4,0/32,188231,72,10032,139.333328,0.0485892333,0.0451254062,0.00346382894,41,41,31,31,0,0
para_uniform_h1_ps1_linear_nr128,76,76,0,4,36,0,36,0,0,0,4,0,0,146,36,150,4,0/32,188233,72,10064,139.777771,0.0487215295,0.0452577397,0.00346379215,41,41,31,31,0,0
para_uniform_h1_ps1_linear_nr256,76,76,0,4,30,0,30,0,0,0,4,0,0,148,30,152,4,0/32,188231,72,10032,139.333328,0.0485892333,0.0451254062,0.00346382894,41,41,31,31,0,0
para_uniform_h1_ps1_linear_nr64,76,76,0,4,39,4,35,0,0,0,4,0,0,145,39,149,4,0/32,188225,72,9983,138.652771,0.0480648167,0.0446008779,0.00346393953,40,40,32,32,0,0
para_uniform_h1_ps1_sigmoid_nr1024,76,76,0,4,6,0,6,0,0,0,4,0,0,148,6,152,4,0/32,188231,72,10032,139.333328,0.0485892333,0.0451254062,0.00346382894,41,41,31,31,0,0
para_uniform_h1_ps1_sigmoid_nr128,76,76,0,4,16,0,16,0,0,0,4,0,0,146,16,150,4,0/32,188233,72,10064,139.777771,0.0487215295,0.0452577397,0.00346379215,41,41,31,31,0,0
para_uniform_h1_ps1_sigmoid_nr256,76,76,0,4,8,0,8,0,0,0,4,0,0,148,8,152,4,0/32,188231,72,10032,139.333328,0.0485892333,0.0451254062,0.00346382894,41,41,31,31,0,0
para_uniform_h1_ps1_sigmoid_nr64,76,76,0,4,18,2,16,0,0,0,4,0,0,145,18,149,4,0/32,188225,72,9983,138.652771,0.0480648167,0.0446008779,0.00346393953,40,40,32,32,0,0
para_uniform_h1_ps1_step_nr1024,76,76,0,4,148,9,139,0,0,0,4,0,0,148,148,152,4,0/32,188231,72,10032,139.333328,0.0485892333,0.0451254062,0.00346382894,41,41,31,31,0,0
para_uniform_h1_ps1_step_nr128,76,76,0,4,146,9,137,0,0,0,4,0,0,146,146,150,4,0/32,188233,72,10064,139.777771,0.0487215295,0.0452577397,0.00346379215,41,41,31,31,0,0
para_uniform_h1_ps1_step_nr256,76,76,0,4,148,9,139,0,0,0,4,0,0,148,148,152,4,0/32,188231,72,10032,139.333328,0.0485892333,0.0451254062,0.00346382894,41,41,31,31,0,0
para_uniform_h1_ps1_step_nr64,76,76,0,4,145,9,136,0,0,0,4,0,0,145,145,149,4,0/32,188225,72,9983,138.652771,0.0480648167,0.0446008779,0.00346393953,40,40,32,32,0,0
para_uniform_h1_ps2_linear_nr1024,78,78,0,6,0,0,0,0,0,0,6,0,0,4,0,156,6,0/32,188363,72,12455,172.986115,0.0629900768,0.0579784773,0.00501159998,41,41,31,31,0,0
para_uniform_h1_ps2_linear_nr128,76,76,0,4,13,0,13,0,0,0,4,0,0,53,13,150,4,0/32,188215,72,9978,138.583328,0.0478867255,0.0444226004,0.00346412347,42,42,30,30,0,0
para_uniform_h1_ps2_linear_nr256,78,78,0,6,4,0,4,0,0,0,6,0,0,27,4,156,6,0/32,188374,72,12265,170.347229,0.0616592541,0.0566054769,0.00505377585,39,39,33,33,0,0
para_uniform_h1_ps2_linear_nr64,76,76,0,4,18,2,16,0,0,0,4,0,0,79,18,149,4,0/32,188236,72,10115,140.486115,0.0486782566,0.0452145189,0.00346373697,40,40,32,32,0,0
para_uniform_h1_ps2_sigmoid_nr1024,78,78,0,6,0,0,0,0,0,0,6,0,0,4,0,156,6,0/32,188363,72,12455,172.986115,0.0629900768,0.0579784773,0.00501159998,41,41,31,31,0,0
para_uniform_h1_ps2_sigmoid_nr128,76,76,0,4,10,1,9,0,0,0,4,0,0,56,10,150,4,0/32,188218,72,10026,139.25,0.0481834896,0.0446769185,0.00350657222,42,42,30,30,0,0
para_uniform_h1_ps2_sigmoid_nr256,78,78,0,6,2,0,2,0,0,0,6,0,0,28,2,156,6,0/32,188374,72,12265,170.347229,0.0616592541,0.0566054769,0.00505377585,39,39,33,33,0,0
para_uniform_h1_ps2_sigmoid_nr64,76,76,0,4,14,1,13,0,0,0,4,0,0,79,14,149,4,0/32,188236,72,10115,140.486115,0.0486782566,0.0452145189,0.00346373697,40,40,32,32,0,0
para_uniform_h1_ps2_step_nr1024,78,78,0,6,4,0,4,0,0,0,6,0,0,4,4,156,6,0/32,188363,72,12455,172.986115,0.0629900768,0.0579784773,0.00501159998,41,41,31,31,0,0
para_uniform_h1_ps2_step_nr128,76,76,0,4,44,2,42,0,0,0,4,0,0,44,44,150,4,0/32,188225,72,9971,138.486115,0.0478841811,0.0444202423,0.00346393953,42,42,30,30,0,0
para_uniform_h1_ps2_step_nr256,78,78,0,6,26,1,25,0,0,0,6,0,0,26,26,156,6,0/32,188374,72,12265,170.347229,0.0616592541,0.0566054769,0.00505377585,39,39,33,33,0,0
para_uniform_h1_ps2_step_nr64,77,77,0,5,55,5,50,0,0,0,5,0,0,55,55,151,5,0/32,188258,72,11087,153.986115,0.0546324737,0.0503936075,0.00423886348,40,40,32,32,0,0
para_uniform_h1_ps3_linear_nr1024,78,78,0,6,0,0,0,0,0,0,6,0,0,0,0,156,6,0/32,188367,72,12368,171.777771,0.0626171231,0.0576056316,0.00501149334,40,40,32,32,0,0
para_uniform_h1_ps3_linear_nr128,78,78,0,6,4,0,4,0,0,0,6,0,0,18,4,154,6,0/32,188389,72,12290,170.694443,0.0619834475,0.0569725409,0.00501090847,41,41,31,31,0,0
para_uniform_h1_ps3_linear_nr256,78,78,0,6,0,0,0,0,0,0,6,0,0,3,0,156,6,0/32,188367,72,12368,171.777771,0.0626171231,0.0576056316,0.00501149334,40,40,32,32,0,0
para_uniform_h1_ps3_linear_nr64,77,77,0,5,9,0,9,0,0,1,4,0,0,39,9,151,5,0/32,188315,72,11215,155.763885,0.0553275086,0.0510474481,0.00428006286,41,41,31,31,0,0
para_uniform_h1_ps3_sigmoid_nr1024,78,78,0,6,0,0,0,0,0,0,6,0,0,0,0,156,6,0/32,188367,72,12368,171.777771,0.0626171231,0.0576056316,0.00501149334,40,40,32,32,0,0
para_uniform_h1_ps3_sigmoid_nr128,78,78,0,6,4,0,4,0,0,0,6,0,0,18,4,154,6,0/32,188389,72,12290,170.694443,0.0619834475,0.0569725409,0.00501090847,41,41,31,31,0,0
para_uniform_h1_ps3_sigmoid_nr256,78,78,0,6,1,0,1,0,0,0,6,0,0,3,1,156,6,0/32,188367,72,12368,171.777771,0.0626171231,0.0576056316,0.00501149334,40,40,32,32,0,0
para_uniform_h1_ps3_sigmoid_nr64,77,77,0,5,10,1,9,0,0,1,4,0,0,38,10,151,5,0/32,188315,72,11215,155.763885,0.0553275086,0.0510474481,0.00428006286,41,41,31,31,0,0
para_uniform_h1_ps3_step_nr1024,78,78,0,6,0,0,0,0,0,0,6,0,0,0,0,156,6,0/32,188367,72,12368,171.777771,0.0626171231,0.0576056316,0.00501149334,40,40,32,32,0,0
para_uniform_h1_ps3_step_nr128,78,78,0,6,16,1,15,0,0,0,6,0,0,16,16,154,6,0/32,188389,72,12290,170.694443,0.0619834475,0.0569725409,0.00501090847,41,41,31,31,0,0
para_uniform_h1_ps3_step_nr256,78,78,0,6,3,0,3,0,0,0,6,0,0,3,3,156,6,0/32,188367,72,12368,171.777771,0.0626171231,0.0576056316,0.00501149334,40,40,32,32,0,0
para_uniform_h1_ps3_step_nr64,78,78,0,6,27,2,25,0,0,0,6,0,0,27,27,153,6,0/32,188383,72,12255,170.208328,0.0617200062,0.0567089394,0.00501106773,40,40,32,32,0,0
para_uniform_h2_ps1_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps1_linear_nr128,74,15,0,2,6,1,5,0,0,1,1,0,0,27,6,29,2,0/32,188039,72,7155,99.375,0.031668961,0.0297544654,0.00191449642,43,43,29,29,0,0
para_uniform_h2_ps1_linear_nr256,73,5,0,1,1,0,1,0,0,0,1,0,0,9,1,10,1,0/32,187978,72,6103,84.7638855,0.0254497863,0.0243113562,0.00113843114,43,43,29,29,0,0
para_uniform_h2_ps1_linear_nr64,74,19,0,2,9,0,9,0,0,0,2,0,0,35,9,37,2,0/32,188045,72,7524,104.5,0.0331569575,0.0312425215,0.00191443542,42,42,30,30,0,0
para_uniform_h2_ps1_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps1_sigmoid_nr128,74,15,0,2,1,0,1,0,0,1,1,0,0,27,1,29,2,0/32,188039,72,7155,99.375,0.031668961,0.0297544654,0.00191449642,43,43,29,29,0,0
para_uniform_h2_ps1_sigmoid_nr256,73,5,0,1,0,0,0,0,0,0,1,0,0,9,0,10,1,0/32,187978,72,6103,84.7638855,0.0254497863,0.0243113562,0.00113843114,43,43,29,29,0,0
para_uniform_h2_ps1_sigmoid_nr64,74,19,0,2,1,0,1,0,0,0,2,0,0,35,1,37,2,0/32,188045,72,7524,104.5,0.0331569575,0.0312425215,0.00191443542,42,42,30,30,0,0
para_uniform_h2_ps1_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps1_step_nr128,74,15,0,2,27,1,26,0,0,1,1,0,0,27,27,29,2,0/32,188039,72,7155,99.375,0.031668961,0.0297544654,0.00191449642,43,43,29,29,0,0
para_uniform_h2_ps1_step_nr256,73,5,0,1,9,1,8,0,0,0,1,0,0,9,9,10,1,0/32,187978,72,6103,84.7638855,0.0254497863,0.0243113562,0.00113843114,43,43,29,29,0,0
para_uniform_h2_ps1_step_nr64,74,19,0,2,35,2,33,0,0,0,2,0,0,35,35,37,2,0/32,188045,72,7524,104.5,0.0331569575,0.0312425215,0.00191443542,42,42,30,30,0,0
para_uniform_h2_ps2_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps2_linear_nr128,75,15,0,3,0,0,0,0,0,0,3,0,0,2,0,29,3,0/32,188127,72,7263,100.875,0.0330255628,0.0303358901,0.0026896724,42,42,30,30,0,0
para_uniform_h2_ps2_linear_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps2_linear_nr64,75,21,0,3,1,0,1,0,0,0,3,0,0,6,1,41,3,0/32,188135,72,8779,121.930557,0.0408058055,0.0381162465,0.00268955808,41,41,31,31,0,0
para_uniform_h2_ps2_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps2_sigmoid_nr128,75,15,0,3,0,0,0,0,0,0,3,0,0,2,0,29,3,0/32,188127,72,7263,100.875,0.0330255628,0.0303358901,0.0026896724,42,42,30,30,0,0
para_uniform_h2_ps2_sigmoid_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps2_sigmoid_nr64,75,21,0,3,0,0,0,0,0,0,3,0,0,6,0,41,3,0/32,188135,72,8779,121.930557,0.0408058055,0.0381162465,0.00268955808,41,41,31,31,0,0
para_uniform_h2_ps2_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps2_step_nr128,75,15,0,3,2,1,1,0,0,0,3,0,0,2,2,29,3,0/32,188127,72,7263,100.875,0.0330255628,0.0303358901,0.0026896724,42,42,30,30,0,0
para_uniform_h2_ps2_step_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps2_step_nr64,75,21,0,3,6,1,5,0,0,0,3,0,0,6,6,41,3,0/32,188135,72,8779,121.930557,0.0408058055,0.0381162465,0.00268955808,41,41,31,31,0,0
para_uniform_h2_ps3_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps3_linear_nr128,75,15,0,3,0,0,0,0,0,0,3,0,0,0,0,29,3,0/32,188055,72,6884,95.6111145,0.0311717317,0.028481029,0.00269070221,43,43,29,29,0,0
para_uniform_h2_ps3_linear_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps3_linear_nr64,75,21,0,3,0,0,0,0,0,0,3,0,0,0,0,41,3,0/32,188143,72,8757,121.625,0.0405914634,0.0379020199,0.00268944376,41,41,31,31,0,0
para_uniform_h2_ps3_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps3_sigmoid_nr128,75,15,0,3,0,0,0,0,0,0,3,0,0,0,0,29,3,0/32,188055,72,6884,95.6111145,0.0311717317,0.028481029,0.00269070221,43,43,29,29,0,0
para_uniform_h2_ps3_sigmoid_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps3_sigmoid_nr64,75,21,0,3,0,0,0,0,0,0,3,0,0,0,0,41,3,0/32,188143,72,8757,121.625,0.0405914634,0.0379020199,0.00268944376,41,41,31,31,0,0
para_uniform_h2_ps3_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps3_step_nr128,75,15,0,3,0,0,0,0,0,0,3,0,0,0,0,29,3,0/32,188055,72,6884,95.6111145,0.0311717317,0.028481029,0.00269070221,43,43,29,29,0,0
para_uniform_h2_ps3_step_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h2_ps3_step_nr64,75,21,0,3,0,0,0,0,0,0,3,0,0,0,0,41,3,0/32,188143,72,8757,121.625,0.0405914634,0.0379020199,0.00268944376,41,41,31,31,0,0
para_uniform_h4_ps1_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_linear_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_linear_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_linear_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_sigmoid_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_sigmoid_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_sigmoid_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_step_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_step_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps1_step_nr64,72,2,0,0,4,0,4,0,0,0,0,0,0,4,4,4,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_linear_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_linear_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_linear_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_sigmoid_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_sigmoid_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_sigmoid_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_step_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_step_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps2_step_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_linear_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_linear_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_linear_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_sigmoid_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_sigmoid_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_sigmoid_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
