case,openings,hammer_events,trr_events,para_events,bitflips,critical_bitflips,noncritical_bitflips,critical_trr_events,noncritical_trr_events,critical_para_events,noncritical_para_events,budget_blocks,budget_resets,prob_checks,prob_successes,para_checks,para_successes,budget_used_final_window,memory_system_cycles,num_read_reqs_0,read_latency_0,avg_read_latency_0,queue_len_avg_0,read_queue_len_avg_0,priority_queue_len_avg_0,row_conflicts_0,read_row_conflicts_0,row_misses_0,read_row_misses_0,row_hits_0,read_row_hits_0
para_uniform_h4_ps3_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_step_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_step_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
para_uniform_h4_ps3_step_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps1_linear_nr1024,72,72,0,0,32,1,31,0,0,0,0,0,0,144,32,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps1_linear_nr128,77,77,5,0,39,3,36,2,3,0,0,0,0,147,39,0,0,0/32,188168,72,7061,98.0694427,0.034091875,0.029850984,0.00424089096,42,42,30,30,0,0
trr_sec_h1_ps1_linear_nr256,73,73,1,0,36,2,34,1,0,0,0,0,0,145,36,0,0,0/32,187980,72,6133,85.1805573,0.025454836,0.0243164171,0.00113841903,43,43,29,29,0,0
trr_sec_h1_ps1_linear_nr64,78,78,6,0,45,2,43,3,3,0,0,0,0,147,45,0,0,0/32,188357,72,11525,160.069443,0.0585430861,0.0529579483,0.00558513869,43,43,29,29,0,0
trr_sec_h1_ps1_sigmoid_nr1024,72,72,0,0,10,1,9,0,0,0,0,0,0,144,10,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps1_sigmoid_nr128,78,78,6,0,17,0,17,3,3,0,0,0,0,148,17,0,0,0/32,188276,72,9199,127.763885,0.045311138,0.0402972214,0.00501391571,42,42,30,30,0,0
trr_sec_h1_ps1_sigmoid_nr256,74,74,2,0,12,0,12,1,1,0,0,0,0,146,12,0,0,0/32,188035,72,6352,88.2222214,0.0274576545,0.0255431179,0.00191453716,42,42,30,30,0,0
trr_sec_h1_ps1_sigmoid_nr64,94,94,22,0,18,0,18,6,16,0,0,0,0,163,18,0,0,0/32,189252,72,19998,277.75,0.118830979,0.0976422951,0.0211886801,37,37,35,35,0,0
trr_sec_h1_ps1_step_nr1024,72,72,0,0,144,8,136,0,0,0,0,0,0,144,144,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps1_step_nr128,72,72,0,0,142,8,134,0,0,0,0,0,0,142,142,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps1_step_nr256,72,72,0,0,144,8,136,0,0,0,0,0,0,144,144,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps1_step_nr64,72,72,0,0,141,8,133,0,0,0,0,0,0,141,141,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps2_linear_nr1024,72,72,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps2_linear_nr128,77,77,5,0,15,0,15,3,2,0,0,0,0,52,15,0,0,0/32,188231,72,7910,109.861115,0.0391168296,0.0337298326,0.00538699795,42,42,30,30,0,0
trr_sec_h1_ps2_linear_nr256,76,76,4,0,6,0,6,2,2,0,0,0,0,26,6,0,0,0/32,188145,72,6682,92.8055573,0.0313109569,0.0272821486,0.00402880739,42,42,30,30,0,0
trr_sec_h1_ps2_linear_nr64,87,87,15,0,23,0,23,6,9,0,0,0,0,76,23,0,0,0/32,188844,72,17115,237.708328,0.0961216688,0.0825866833,0.0135349808,38,38,34,34,0,0
trr_sec_h1_ps2_sigmoid_nr1024,72,72,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps2_sigmoid_nr128,77,77,5,0,12,0,12,3,2,0,0,0,0,52,12,0,0,0/32,188231,72,7910,109.861115,0.0391168296,0.0337298326,0.00538699795,42,42,30,30,0,0
trr_sec_h1_ps2_sigmoid_nr256,76,76,4,0,6,0,6,2,2,0,0,0,0,26,6,0,0,0/32,188145,72,6682,92.8055573,0.0313109569,0.0272821486,0.00402880739,42,42,30,30,0,0
trr_sec_h1_ps2_sigmoid_nr64,88,88,16,0,15,0,15,6,10,0,0,0,0,76,15,0,0,0/32,188899,72,17390,241.527771,0.0994658545,0.0840184465,0.015447408,38,38,34,34,0,0
trr_sec_h1_ps2_step_nr1024,72,72,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps2_step_nr128,74,74,2,0,44,0,44,2,0,0,0,0,0,44,44,0,0,0/32,188061,72,6739,93.5972214,0.0294478927,0.0275336187,0.00191427255,43,43,29,29,0,0
trr_sec_h1_ps2_step_nr256,73,73,1,0,26,0,26,1,0,0,0,0,0,26,26,0,0,0/32,187980,72,6133,85.1805573,0.025454836,0.0243164171,0.00113841903,43,43,29,29,0,0
trr_sec_h1_ps2_step_nr64,75,75,3,0,57,0,57,3,0,0,0,0,0,57,57,0,0,0/32,188121,72,8237,114.402779,0.0379915051,0.0353017487,0.00268975808,42,42,30,30,0,0
trr_sec_h1_ps3_linear_nr1024,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps3_linear_nr128,79,79,7,0,3,0,3,3,4,0,0,0,0,14,3,0,0,0/32,188331,72,9969,138.458328,0.0501616821,0.0443740003,0.00578768225,42,42,30,30,0,0
trr_sec_h1_ps3_linear_nr256,76,76,4,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0/32,188145,72,6682,92.8055573,0.0313109569,0.0272821486,0.00402880739,42,42,30,30,0,0
trr_sec_h1_ps3_linear_nr64,88,88,16,0,7,0,7,5,11,0,0,0,0,30,7,0,0,0/32,188965,72,18853,261.847229,0.104559049,0.0918371156,0.0127219325,41,41,31,31,0,0
trr_sec_h1_ps3_sigmoid_nr1024,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps3_sigmoid_nr128,79,79,7,0,5,0,5,3,4,0,0,0,0,14,5,0,0,0/32,188331,72,9969,138.458328,0.0501616821,0.0443740003,0.00578768225,42,42,30,30,0,0
trr_sec_h1_ps3_sigmoid_nr256,76,76,4,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0/32,188145,72,6682,92.8055573,0.0313109569,0.0272821486,0.00402880739,42,42,30,30,0,0
trr_sec_h1_ps3_sigmoid_nr64,85,85,13,0,9,0,9,3,10,0,0,0,0,26,9,0,0,0/32,188591,72,15027,208.708328,0.0836254135,0.0714721307,0.0121532837,42,42,30,30,0,0
trr_sec_h1_ps3_step_nr1024,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h1_ps3_step_nr128,74,74,2,0,13,0,13,2,0,0,0,0,0,13,13,0,0,0/32,188061,72,6739,93.5972214,0.0294478927,0.0275336187,0.00191427255,43,43,29,29,0,0
trr_sec_h1_ps3_step_nr256,73,73,1,0,2,0,2,1,0,0,0,0,0,2,2,0,0,0/32,187980,72,6133,85.1805573,0.025454836,0.0243164171,0.00113841903,43,43,29,29,0,0
trr_sec_h1_ps3_step_nr64,75,75,3,0,22,0,22,3,0,0,0,0,0,22,22,0,0,0/32,188121,72,8237,114.402779,0.0379915051,0.0353017487,0.00268975808,42,42,30,30,0,0
trr_sec_h2_ps1_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_linear_nr128,72,14,0,0,6,0,6,0,0,0,0,0,0,27,6,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_linear_nr256,72,5,0,0,1,0,1,0,0,0,0,0,0,10,1,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_linear_nr64,72,19,0,0,8,1,7,0,0,0,0,0,0,37,8,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_sigmoid_nr128,72,14,0,0,5,0,5,0,0,0,0,0,0,27,5,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_sigmoid_nr256,72,5,0,0,1,0,1,0,0,0,0,0,0,10,1,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_sigmoid_nr64,72,19,0,0,6,0,6,0,0,0,0,0,0,37,6,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_step_nr128,72,14,0,0,27,2,25,0,0,0,0,0,0,27,27,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_step_nr256,72,5,0,0,10,1,9,0,0,0,0,0,0,10,10,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_step_nr64,72,19,0,0,37,2,35,0,0,0,0,0,0,37,37,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_linear_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_linear_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_linear_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_sigmoid_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_sigmoid_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_sigmoid_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_step_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_step_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_step_nr64,72,19,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_linear_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_linear_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_linear_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_sigmoid_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_sigmoid_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_sigmoid_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_step_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_step_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_step_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_linear_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_linear_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_linear_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_sigmoid_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_sigmoid_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_sigmoid_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_step_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_step_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_step_nr64,72,2,0,0,4,0,4,0,0,0,0,0,0,4,4,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_linear_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_linear_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_linear_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_sigmoid_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_sigmoid_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_sigmoid_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_step_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_step_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_step_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_linear_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_linear_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_linear_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_sigmoid_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_sigmoid_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_sigmoid_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_step_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_step_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
